"Study","Dataset","Reviewer","Order","Family","Species","BirdLife_Species","BirdTree_Species","IUCN_Species","IUCN_Status","Hunting","RR","bin","Hdens","Udens","Traded","Body_Mass","HWI","Kipps_Dist","Lifestyle","Trophic_Level","Activity","PCA_Dim1","PCA_Dim2","Evo_Distinctiveness","Tax_Distinctiveness","Realm","Country","Longitude","Latitude","Dist_Hunters","TravDist","PopDens","Stunting","FoodBiomass","Reserve","CountryNum"
"546",55,"AB","Struthioniformes","Tinamidae","Tinamus major","Tinamus major","Tinamus major","Tinamus major","LC","SC",0.375,1,0.21,0.56,"Yes",1026.2,20.9,51.3,"Terrestrial","Herbivore","Diurnal",1.26806524551956,-0.460795541659283,21.6065251844171,0.00031566306363238,"Neotropic","French Guiana",-52.831,3.858,22.17,2745,0.071,14.7,9.13706,0,254
"546",55,"AB","Struthioniformes","Tinamidae","Tinamus major","Tinamus major","Tinamus major","Tinamus major","LC","SC",0.821428571428571,1,0.46,0.56,"Yes",1026.2,20.9,51.3,"Terrestrial","Herbivore","Diurnal",1.26806524551956,-0.460795541659283,21.6065251844171,0.00031566306363238,"Neotropic","French Guiana",-52.831,3.858,41.125,2745,0.071,14.7,9.13706,0,254
"560",46,"AB","Galliformes","Cracidae","Crax rubra griscomi","Crax rubra","Crax rubra","Crax rubra","VU","S",0,0,0,0.8711,"Yes",4133,9.3,35.6,"Terrestrial","Herbivore","Diurnal",1.81245414794397,-0.354854506785764,5.34379031858918,0.000229573137187186,"Neotropic","Mexico",-86.916,20.45,0.5,222,4.579,17.3,485.6943,0,484
"560",46,"AB","Galliformes","Cracidae","Crax rubra griscomi","Crax rubra","Crax rubra","Crax rubra","VU","S",0,0,0,0.8711,"Yes",4133,9.3,35.6,"Terrestrial","Herbivore","Diurnal",1.81245414794397,-0.354854506785764,5.34379031858918,0.000229573137187186,"Neotropic","Mexico",-86.916,20.45,1,222,4.579,17.3,485.6943,0,484
"560",46,"AB","Galliformes","Cracidae","Crax rubra griscomi","Crax rubra","Crax rubra","Crax rubra","VU","S",0,0,0,0.8711,"Yes",4133,9.3,35.6,"Terrestrial","Herbivore","Diurnal",1.81245414794397,-0.354854506785764,5.34379031858918,0.000229573137187186,"Neotropic","Mexico",-86.916,20.45,1.5,222,4.579,17.3,485.6943,0,484
"560",46,"AB","Galliformes","Cracidae","Crax rubra griscomi","Crax rubra","Crax rubra","Crax rubra","VU","S",0.341866605441396,1,0.2978,0.8711,"Yes",4133,9.3,35.6,"Terrestrial","Herbivore","Diurnal",1.81245414794397,-0.354854506785764,5.34379031858918,0.000229573137187186,"Neotropic","Mexico",-86.916,20.45,2,222,4.579,17.3,485.6943,0,484
"560",46,"AB","Galliformes","Cracidae","Crax rubra griscomi","Crax rubra","Crax rubra","Crax rubra","VU","S",0.204109746297784,1,0.1778,0.8711,"Yes",4133,9.3,35.6,"Terrestrial","Herbivore","Diurnal",1.81245414794397,-0.354854506785764,5.34379031858918,0.000229573137187186,"Neotropic","Mexico",-86.916,20.45,2.5,222,4.579,17.3,485.6943,0,484
"560",46,"AB","Galliformes","Cracidae","Crax rubra griscomi","Crax rubra","Crax rubra","Crax rubra","VU","S",0.295947652393525,1,0.2578,0.8711,"Yes",4133,9.3,35.6,"Terrestrial","Herbivore","Diurnal",1.81245414794397,-0.354854506785764,5.34379031858918,0.000229573137187186,"Neotropic","Mexico",-86.916,20.45,3,222,4.579,17.3,485.6943,0,484
"560",46,"AB","Galliformes","Cracidae","Crax rubra griscomi","Crax rubra","Crax rubra","Crax rubra","VU","S",0.806107220755367,1,0.7022,0.8711,"Yes",4133,9.3,35.6,"Terrestrial","Herbivore","Diurnal",1.81245414794397,-0.354854506785764,5.34379031858918,0.000229573137187186,"Neotropic","Mexico",-86.916,20.45,3.5,222,4.579,17.3,485.6943,0,484
"560",46,"AB","Galliformes","Cracidae","Crax rubra griscomi","Crax rubra","Crax rubra","Crax rubra","VU","S",1.03065090115945,1,0.8978,0.8711,"Yes",4133,9.3,35.6,"Terrestrial","Herbivore","Diurnal",1.81245414794397,-0.354854506785764,5.34379031858918,0.000229573137187186,"Neotropic","Mexico",-86.916,20.45,4,222,4.579,17.3,485.6943,0,484
"560",46,"AB","Galliformes","Cracidae","Crax rubra griscomi","Crax rubra","Crax rubra","Crax rubra","VU","S",1,1,0.8711,0.8711,"Yes",4133,9.3,35.6,"Terrestrial","Herbivore","Diurnal",1.81245414794397,-0.354854506785764,5.34379031858918,0.000229573137187186,"Neotropic","Mexico",-86.916,20.45,4.5,222,4.579,17.3,485.6943,0,484
"560",46,"AB","Galliformes","Cracidae","Crax rubra griscomi","Crax rubra","Crax rubra","Crax rubra","VU","S",1.03570198599472,1,0.9022,0.8711,"Yes",4133,9.3,35.6,"Terrestrial","Herbivore","Diurnal",1.81245414794397,-0.354854506785764,5.34379031858918,0.000229573137187186,"Neotropic","Mexico",-86.916,20.45,5,222,4.579,17.3,485.6943,0,484
"560",46,"AB","Galliformes","Cracidae","Crax rubra griscomi","Crax rubra","Crax rubra","Crax rubra","VU","S",0.974514981058432,1,0.8489,0.8711,"Yes",4133,9.3,35.6,"Terrestrial","Herbivore","Diurnal",1.81245414794397,-0.354854506785764,5.34379031858918,0.000229573137187186,"Neotropic","Mexico",-86.916,20.45,5.5,222,4.579,17.3,485.6943,0,484
"560",46,"AB","Galliformes","Cracidae","Crax rubra griscomi","Crax rubra","Crax rubra","Crax rubra","VU","S",1.15819079324991,1,1.0089,0.8711,"Yes",4133,9.3,35.6,"Terrestrial","Herbivore","Diurnal",1.81245414794397,-0.354854506785764,5.34379031858918,0.000229573137187186,"Neotropic","Mexico",-86.916,20.45,6,222,4.579,17.3,485.6943,0,484
"560",46,"AB","Galliformes","Cracidae","Crax rubra griscomi","Crax rubra","Crax rubra","Crax rubra","VU","S",1.12753989209046,1,0.9822,0.8711,"Yes",4133,9.3,35.6,"Terrestrial","Herbivore","Diurnal",1.81245414794397,-0.354854506785764,5.34379031858918,0.000229573137187186,"Neotropic","Mexico",-86.916,20.45,6.5,222,4.579,17.3,485.6943,0,484
"560",46,"AB","Galliformes","Cracidae","Crax rubra griscomi","Crax rubra","Crax rubra","Crax rubra","VU","S",1.09700378831363,1,0.9556,0.8711,"Yes",4133,9.3,35.6,"Terrestrial","Herbivore","Diurnal",1.81245414794397,-0.354854506785764,5.34379031858918,0.000229573137187186,"Neotropic","Mexico",-86.916,20.45,7,222,4.579,17.3,485.6943,0,484
"560",46,"AB","Galliformes","Cracidae","Crax rubra griscomi","Crax rubra","Crax rubra","Crax rubra","VU","S",1.03570198599472,1,0.9022,0.8711,"Yes",4133,9.3,35.6,"Terrestrial","Herbivore","Diurnal",1.81245414794397,-0.354854506785764,5.34379031858918,0.000229573137187186,"Neotropic","Mexico",-86.916,20.45,7.5,222,4.579,17.3,485.6943,0,484
"560",46,"AB","Galliformes","Cracidae","Crax rubra griscomi","Crax rubra","Crax rubra","Crax rubra","VU","S",1.0204339341063,1,0.8889,0.8711,"Yes",4133,9.3,35.6,"Terrestrial","Herbivore","Diurnal",1.81245414794397,-0.354854506785764,5.34379031858918,0.000229573137187186,"Neotropic","Mexico",-86.916,20.45,8,222,4.579,17.3,485.6943,0,484
"560",46,"AB","Galliformes","Cracidae","Crax rubra griscomi","Crax rubra","Crax rubra","Crax rubra","VU","S",1.00516588221789,1,0.8756,0.8711,"Yes",4133,9.3,35.6,"Terrestrial","Herbivore","Diurnal",1.81245414794397,-0.354854506785764,5.34379031858918,0.000229573137187186,"Neotropic","Mexico",-86.916,20.45,8.5,222,4.579,17.3,485.6943,0,484
"631",34,"AB","Galliformes","Phasianidae","Pavo muticus","Pavo muticus","Pavo muticus","Pavo muticus","EN","SC",0.268156424581006,1,0.48,1.79,"Yes",2205.7,22,101.7,"Terrestrial","Carnivore","Diurnal",-0.269568771105269,-0.478482326050443,7.03826670270881,0.000168353633937269,"Indomalayan","Vietnam",107.724,13.094,1.5,298,28.806,55.6,1124.53286,0,704
"631",34,"AB","Galliformes","Phasianidae","Pavo muticus","Pavo muticus","Pavo muticus","Pavo muticus","EN","SC",0.502793296089385,1,0.9,1.79,"Yes",2205.7,22,101.7,"Terrestrial","Carnivore","Diurnal",-0.269568771105269,-0.478482326050443,7.03826670270881,0.000168353633937269,"Indomalayan","Vietnam",107.724,13.094,3.5,298,28.806,55.6,1124.53286,0,704
"631",34,"AB","Galliformes","Phasianidae","Pavo muticus","Pavo muticus","Pavo muticus","Pavo muticus","EN","SC",0.888268156424581,1,1.59,1.79,"Yes",2205.7,22,101.7,"Terrestrial","Carnivore","Diurnal",-0.269568771105269,-0.478482326050443,7.03826670270881,0.000168353633937269,"Indomalayan","Vietnam",107.724,13.094,5.5,298,28.806,55.6,1124.53286,0,704
"631",34,"AB","Galliformes","Phasianidae","Pavo muticus","Pavo muticus","Pavo muticus","Pavo muticus","EN","SC",0.826815642458101,1,1.48,1.79,"Yes",2205.7,22,101.7,"Terrestrial","Carnivore","Diurnal",-0.269568771105269,-0.478482326050443,7.03826670270881,0.000168353633937269,"Indomalayan","Vietnam",107.724,13.094,7.5,298,28.806,55.6,1124.53286,0,704
"631",34,"AB","Galliformes","Phasianidae","Pavo muticus","Pavo muticus","Pavo muticus","Pavo muticus","EN","SC",1.01117318435754,1,1.81,1.79,"Yes",2205.7,22,101.7,"Terrestrial","Carnivore","Diurnal",-0.269568771105269,-0.478482326050443,7.03826670270881,0.000168353633937269,"Indomalayan","Vietnam",107.724,13.094,9.5,298,28.806,55.6,1124.53286,0,704
"632",35,"AB","Psittaciformes","Psittacidae","Amazona ochrocephala","Amazona ochrocephala","Amazona ochrocephala","Amazona ochrocephala","LC","S",1.76925207116978,1,7.6667,4.3333,"Yes",476.9,28.3,60.8,"Insessorial","Herbivore","Diurnal",2.4845694623023,-0.819280834717742,1.25743178033709,8.41768169686347e-05,"Neotropic","Honduras",-85,14.969,0.675,348,1.444,24.9,6131.664304,1,340
"632",35,"AB","Psittaciformes","Psittacidae","Amazona ochrocephala","Amazona ochrocephala","Amazona ochrocephala","Amazona ochrocephala","LC","S",2.07693905337733,1,9,4.3333,"Yes",476.9,28.3,60.8,"Insessorial","Herbivore","Diurnal",2.4845694623023,-0.819280834717742,1.25743178033709,8.41768169686347e-05,"Neotropic","Honduras",-85,14.969,1.925,348,1.444,24.9,6131.664304,1,340
"632",36,"AB","Psittaciformes","Psittacidae","Amazona ochrocephala","Amazona ochrocephala","Amazona ochrocephala","Amazona ochrocephala","LC","S",0.916675,1,3.6667,4,"Yes",476.9,28.3,60.8,"Insessorial","Herbivore","Diurnal",2.4845694623023,-0.819280834717742,1.25743178033709,8.41768169686347e-05,"Neotropic","Honduras",-84.875,15.045,0.675,399,0.286,24.9,557.649496,1,340
"632",36,"AB","Psittaciformes","Psittacidae","Amazona ochrocephala","Amazona ochrocephala","Amazona ochrocephala","Amazona ochrocephala","LC","S",0.666675,1,2.6667,4,"Yes",476.9,28.3,60.8,"Insessorial","Herbivore","Diurnal",2.4845694623023,-0.819280834717742,1.25743178033709,8.41768169686347e-05,"Neotropic","Honduras",-84.875,15.045,1.925,399,0.286,24.9,557.649496,1,340
"632",35,"AB","Psittaciformes","Psittacidae","Ara ambiguus","Ara ambiguus","Ara ambiguus","Ara ambiguus","CR","S",1,1,0.3333,0.3333,"Yes",1300,39.2,157.6,"Insessorial","Herbivore","Diurnal",2.18035598838756,-0.673594801417612,6.440547425693,9.71270965022708e-05,"Neotropic","Honduras",-85,14.969,0.675,348,1.444,24.9,6131.664304,1,340
"632",35,"AB","Psittaciformes","Psittacidae","Ara ambiguus","Ara ambiguus","Ara ambiguus","Ara ambiguus","CR","S",7.000600060006,1,2.3333,0.3333,"Yes",1300,39.2,157.6,"Insessorial","Herbivore","Diurnal",2.18035598838756,-0.673594801417612,6.440547425693,9.71270965022708e-05,"Neotropic","Honduras",-85,14.969,1.925,348,1.444,24.9,6131.664304,1,340
"632",35,"AB","Psittaciformes","Psittacidae","Ara macao","Ara macao","Ara macao","Ara macao","LC","S",0.714273469475218,1,3.3333,4.6667,"Yes",1015,32.7,127.5,"Insessorial","Herbivore","Diurnal",2.31419388360453,-0.505102584783928,3.57775591181411,8.70794658296221e-05,"Neotropic","Honduras",-85,14.969,0.675,348,1.444,24.9,6131.664304,1,340
"632",35,"AB","Psittaciformes","Psittacidae","Ara macao","Ara macao","Ara macao","Ara macao","LC","S",0.92855765315962,1,4.3333,4.6667,"Yes",1015,32.7,127.5,"Insessorial","Herbivore","Diurnal",2.31419388360453,-0.505102584783928,3.57775591181411,8.70794658296221e-05,"Neotropic","Honduras",-85,14.969,1.925,348,1.444,24.9,6131.664304,1,340
"632",36,"AB","Psittaciformes","Psittacidae","Ara macao","Ara macao","Ara macao","Ara macao","LC","S",0.750018750468762,1,1,1.3333,"Yes",1015,32.7,127.5,"Insessorial","Herbivore","Diurnal",2.31419388360453,-0.505102584783928,3.57775591181411,8.70794658296221e-05,"Neotropic","Honduras",-84.875,15.045,0.675,399,0.286,24.9,557.649496,1,340
"632",36,"AB","Psittaciformes","Psittacidae","Ara macao","Ara macao","Ara macao","Ara macao","LC","S",0.249981249531238,1,0.3333,1.3333,"Yes",1015,32.7,127.5,"Insessorial","Herbivore","Diurnal",2.31419388360453,-0.505102584783928,3.57775591181411,8.70794658296221e-05,"Neotropic","Honduras",-84.875,15.045,1.925,399,0.286,24.9,557.649496,1,340
"632",36,"AB","Columbiformes","Columbidae","Columbina passerina","Columbina passerina","Columbina passerina","Columbina passerina","LC","S",1,1,0.6667,0.6667,"Yes",35.4,25.4,21.6,"Terrestrial","Herbivore","Diurnal",1.8288224458828,-0.679832514173725,7.0429263618462,0.000132910763634686,"Neotropic","Honduras",-84.875,15.045,0.675,399,0.286,24.9,557.649496,1,340
"632",36,"AB","Columbiformes","Columbidae","Columbina passerina","Columbina passerina","Columbina passerina","Columbina passerina","LC","S",2.49992500374981,1,1.6667,0.6667,"Yes",35.4,25.4,21.6,"Terrestrial","Herbivore","Diurnal",1.8288224458828,-0.679832514173725,7.0429263618462,0.000132910763634686,"Neotropic","Honduras",-84.875,15.045,1.925,399,0.286,24.9,557.649496,1,340
"632",35,"AB","Galliformes","Cracidae","Crax rubra","Crax rubra","Crax rubra","Crax rubra","VU","S",0.117652249104417,1,0.6667,5.6667,"Yes",4133,9.3,35.6,"Terrestrial","Herbivore","Diurnal",1.81245414794397,-0.354854506785764,5.34379031858918,0.000229573137187186,"Neotropic","Honduras",-85,14.969,0.675,348,1.444,24.9,6131.664304,1,340
"632",35,"AB","Galliformes","Cracidae","Crax rubra","Crax rubra","Crax rubra","Crax rubra","VU","S",0.882347750895583,1,5,5.6667,"Yes",4133,9.3,35.6,"Terrestrial","Herbivore","Diurnal",1.81245414794397,-0.354854506785764,5.34379031858918,0.000229573137187186,"Neotropic","Honduras",-85,14.969,1.925,348,1.444,24.9,6131.664304,1,340
"632",36,"AB","Galliformes","Cracidae","Crax rubra","Crax rubra","Crax rubra","Crax rubra","VU","S",2.000300030003,1,0.6667,0.3333,"Yes",4133,9.3,35.6,"Terrestrial","Herbivore","Diurnal",1.81245414794397,-0.354854506785764,5.34379031858918,0.000229573137187186,"Neotropic","Honduras",-84.875,15.045,0.675,399,0.286,24.9,557.649496,1,340
"632",36,"AB","Galliformes","Cracidae","Crax rubra","Crax rubra","Crax rubra","Crax rubra","VU","S",3.000300030003,1,1,0.3333,"Yes",4133,9.3,35.6,"Terrestrial","Herbivore","Diurnal",1.81245414794397,-0.354854506785764,5.34379031858918,0.000229573137187186,"Neotropic","Honduras",-84.875,15.045,1.925,399,0.286,24.9,557.649496,1,340
"632",35,"AB","Galliformes","Cracidae","Ortalis vetula","Ortalis vetula","Ortalis vetula","Ortalis vetula","LC","S",1,1,0.3333,0.3333,"Yes",562.6,11.4,22.1,"Insessorial","Herbivore","Diurnal",2.52255783632213,-0.666705912785783,2.63943665600997,0.000210442042421587,"Neotropic","Honduras",-85,14.969,0.675,348,1.444,24.9,6131.664304,1,340
"632",35,"AB","Galliformes","Cracidae","Ortalis vetula","Ortalis vetula","Ortalis vetula","Ortalis vetula","LC","S",2.000300030003,1,0.6667,0.3333,"Yes",562.6,11.4,22.1,"Insessorial","Herbivore","Diurnal",2.52255783632213,-0.666705912785783,2.63943665600997,0.000210442042421587,"Neotropic","Honduras",-85,14.969,1.925,348,1.444,24.9,6131.664304,1,340
"632",35,"AB","Galliformes","Cracidae","Penelope purpurascens","Penelope purpurascens","Penelope purpurascens","Penelope purpurascens","NT","S",0.210528393346333,1,2.6667,12.6667,"Yes",2060,12,45.7,"Insessorial","Herbivore","Diurnal",1.93197752990177,-0.460884213037808,5.84674991440342,0.000252530450905904,"Neotropic","Honduras",-85,14.969,0.675,348,1.444,24.9,6131.664304,1,340
"632",35,"AB","Galliformes","Cracidae","Penelope purpurascens","Penelope purpurascens","Penelope purpurascens","Penelope purpurascens","NT","S",0.973679016634167,1,12.3333,12.6667,"Yes",2060,12,45.7,"Insessorial","Herbivore","Diurnal",1.93197752990177,-0.460884213037808,5.84674991440342,0.000252530450905904,"Neotropic","Honduras",-85,14.969,1.925,348,1.444,24.9,6131.664304,1,340
"632",36,"AB","Galliformes","Cracidae","Penelope purpurascens","Penelope purpurascens","Penelope purpurascens","Penelope purpurascens","NT","S",0.66665,1,1.3333,2,"Yes",2060,12,45.7,"Insessorial","Herbivore","Diurnal",1.93197752990177,-0.460884213037808,5.84674991440342,0.000252530450905904,"Neotropic","Honduras",-84.875,15.045,0.675,399,0.286,24.9,557.649496,1,340
"632",36,"AB","Galliformes","Cracidae","Penelope purpurascens","Penelope purpurascens","Penelope purpurascens","Penelope purpurascens","NT","S",1.16665,1,2.3333,2,"Yes",2060,12,45.7,"Insessorial","Herbivore","Diurnal",1.93197752990177,-0.460884213037808,5.84674991440342,0.000252530450905904,"Neotropic","Honduras",-84.875,15.045,1.925,399,0.286,24.9,557.649496,1,340
"632",35,"AB","Psittaciformes","Psittacidae","Pionus senilis","Pionus senilis","Pionus senilis","Pionus senilis","LC","S",0,0,0,0.3333,"Yes",212,41.5,63.7,"Insessorial","Herbivore","Diurnal",2.18035598838756,-0.673594801417612,4.70427288261173,0.000105221021210793,"Neotropic","Honduras",-85,14.969,0.675,348,1.444,24.9,6131.664304,1,340
"632",35,"AB","Psittaciformes","Psittacidae","Pionus senilis","Pionus senilis","Pionus senilis","Pionus senilis","LC","S",0,0,0,0.3333,"Yes",212,41.5,63.7,"Insessorial","Herbivore","Diurnal",2.18035598838756,-0.673594801417612,4.70427288261173,0.000105221021210793,"Neotropic","Honduras",-85,14.969,1.925,348,1.444,24.9,6131.664304,1,340
"632",36,"AB","Psittaciformes","Psittacidae","Pionus senilis","Pionus senilis","Pionus senilis","Pionus senilis","LC","S",0,0,0,1,"Yes",212,41.5,63.7,"Insessorial","Herbivore","Diurnal",2.18035598838756,-0.673594801417612,4.70427288261173,0.000105221021210793,"Neotropic","Honduras",-84.875,15.045,0.675,399,0.286,24.9,557.649496,1,340
"632",36,"AB","Psittaciformes","Psittacidae","Pionus senilis","Pionus senilis","Pionus senilis","Pionus senilis","LC","S",1.3333,1,1.3333,1,"Yes",212,41.5,63.7,"Insessorial","Herbivore","Diurnal",2.18035598838756,-0.673594801417612,4.70427288261173,0.000105221021210793,"Neotropic","Honduras",-84.875,15.045,1.925,399,0.286,24.9,557.649496,1,340
"632",35,"AB","Piciformes","Ramphastidae","Pteroglossus torquatus","Pteroglossus torquatus","Pteroglossus torquatus","Pteroglossus torquatus","LC","S",1,1,1,1,"Yes",219.1,14.6,23.1,"Insessorial","Herbivore","Diurnal",1.43954344923465,0.284959728868684,2.66725097521308,0.000101012180362362,"Neotropic","Honduras",-85,14.969,0.675,348,1.444,24.9,6131.664304,1,340
"632",35,"AB","Piciformes","Ramphastidae","Pteroglossus torquatus","Pteroglossus torquatus","Pteroglossus torquatus","Pteroglossus torquatus","LC","S",0.6667,1,0.6667,1,"Yes",219.1,14.6,23.1,"Insessorial","Herbivore","Diurnal",1.43954344923465,0.284959728868684,2.66725097521308,0.000101012180362362,"Neotropic","Honduras",-85,14.969,1.925,348,1.444,24.9,6131.664304,1,340
"632",35,"AB","Piciformes","Ramphastidae","Ramphastos ambiguus","Ramphastos ambiguus","Ramphastos ambiguus","Ramphastos ambiguus","NT","S",0.478263137986357,1,3.6667,7.6667,"Yes",651.7,10.1,22.9,"Insessorial","Omnivore","Diurnal",1.08800990672989,0.278722016112571,3.73177995730163,0.000109795848219958,"Neotropic","Honduras",-85,14.969,0.675,348,1.444,24.9,6131.664304,1,340
"632",35,"AB","Piciformes","Ramphastidae","Ramphastos ambiguus","Ramphastos ambiguus","Ramphastos ambiguus","Ramphastos ambiguus","NT","S",0.652171077517054,1,5,7.6667,"Yes",651.7,10.1,22.9,"Insessorial","Omnivore","Diurnal",1.08800990672989,0.278722016112571,3.73177995730163,0.000109795848219958,"Neotropic","Honduras",-85,14.969,1.925,348,1.444,24.9,6131.664304,1,340
"632",36,"AB","Piciformes","Ramphastidae","Ramphastos ambiguus","Ramphastos ambiguus","Ramphastos ambiguus","Ramphastos ambiguus","NT","S",1.25,1,2.5,2,"Yes",651.7,10.1,22.9,"Insessorial","Omnivore","Diurnal",1.08800990672989,0.278722016112571,3.73177995730163,0.000109795848219958,"Neotropic","Honduras",-84.875,15.045,0.675,399,0.286,24.9,557.649496,1,340
"632",36,"AB","Piciformes","Ramphastidae","Ramphastos ambiguus","Ramphastos ambiguus","Ramphastos ambiguus","Ramphastos ambiguus","NT","S",0.66665,1,1.3333,2,"Yes",651.7,10.1,22.9,"Insessorial","Omnivore","Diurnal",1.08800990672989,0.278722016112571,3.73177995730163,0.000109795848219958,"Neotropic","Honduras",-84.875,15.045,1.925,399,0.286,24.9,557.649496,1,340
"632",35,"AB","Piciformes","Ramphastidae","Ramphastos sulfuratus","Ramphastos sulfuratus","Ramphastos sulfuratus","Ramphastos sulfuratus","NT","S",0,0,0,0.3333,"Yes",409.7,14.8,29.6,"Insessorial","Omnivore","Diurnal",1.08800990672989,0.278722016112571,7.05543250548143,0.000114786568593593,"Neotropic","Honduras",-85,14.969,0.675,348,1.444,24.9,6131.664304,1,340
"632",35,"AB","Piciformes","Ramphastidae","Ramphastos sulfuratus","Ramphastos sulfuratus","Ramphastos sulfuratus","Ramphastos sulfuratus","NT","S",3.000300030003,1,1,0.3333,"Yes",409.7,14.8,29.6,"Insessorial","Omnivore","Diurnal",1.08800990672989,0.278722016112571,7.05543250548143,0.000114786568593593,"Neotropic","Honduras",-85,14.969,1.925,348,1.444,24.9,6131.664304,1,340
"632",36,"AB","Piciformes","Ramphastidae","Ramphastos sulfuratus","Ramphastos sulfuratus","Ramphastos sulfuratus","Ramphastos sulfuratus","NT","S",1.37499531255859,1,3.6667,2.6667,"Yes",409.7,14.8,29.6,"Insessorial","Omnivore","Diurnal",1.08800990672989,0.278722016112571,7.05543250548143,0.000114786568593593,"Neotropic","Honduras",-84.875,15.045,0.675,399,0.286,24.9,557.649496,1,340
