Class;Order;Family;Species;Trade type;Source
Bird;Passeriformes;Sturnidae;Scissirostrum dubium;Pet;IUCN
Bird;Passeriformes;Sturnidae;Streptocitta albicollis;Pet;IUCN
Bird;Passeriformes;Sturnidae;Sturnus sericeus;Pet;CITES
Bird;Passeriformes;Sturnidae;Sturnus unicolor;Pet;IUCN
Bird;Passeriformes;Sturnidae;Sturnus vulgaris;Pet, Prod;IUCN
Bird;Passeriformes;Sylviidae;Chrysomma sinense;Pet, Prod;IUCN
Bird;Passeriformes;Sylviidae;Paradoxornis guttaticollis;Pet;IUCN
Bird;Passeriformes;Sylviidae;Paradoxornis heudei;Pet;IUCN
Bird;Passeriformes;Sylviidae;Sylvia atricapilla;Pet, Prod;IUCN
Bird;Passeriformes;Sylviidae;Sylvia borin;Prod;IUCN
Bird;Passeriformes;Sylviidae;Sylvia cantillans;Prod;IUCN
Bird;Passeriformes;Sylviidae;Sylvia communis;Pet, Prod;IUCN
Bird;Passeriformes;Sylviidae;Sylvia conspicillata;Prod;IUCN
Bird;Passeriformes;Sylviidae;Sylvia curruca;Pet, Prod;IUCN
Bird;Passeriformes;Sylviidae;Sylvia hortensis;Prod;IUCN
Bird;Passeriformes;Sylviidae;Sylvia melanocephala;Prod;IUCN
Bird;Passeriformes;Sylviidae;Sylvia melanothorax;Pet, Prod;IUCN
Bird;Passeriformes;Sylviidae;Sylvia nana;Pet;IUCN
Bird;Passeriformes;Thraupidae;Acanthidops bairdi;Pet;IUCN
Bird;Passeriformes;Thraupidae;Anisognathus igniventris;Pet;IUCN
Bird;Passeriformes;Thraupidae;Anisognathus lacrymosus;Pet;IUCN
Bird;Passeriformes;Thraupidae;Anisognathus somptuosus;Pet;IUCN
Bird;Passeriformes;Thraupidae;Buthraupis montana;Pet;IUCN
Bird;Passeriformes;Thraupidae;Calochaetes coccineus;Pet;IUCN
Bird;Passeriformes;Thraupidae;Catamenia analis;Pet;IUCN
Bird;Passeriformes;Thraupidae;Charitospiza eucosma;Pet;IUCN
Bird;Passeriformes;Thraupidae;Chlorophanes spiza;Pet;IUCN
Bird;Passeriformes;Thraupidae;Chlorornis riefferii;Pet;IUCN
Bird;Passeriformes;Thraupidae;Cissopis leverianus;Pet;IUCN
Bird;Passeriformes;Thraupidae;Coereba flaveola;Pet;IUCN
Bird;Passeriformes;Thraupidae;Compsothraupis loricata;Pet;IUCN
Bird;Passeriformes;Thraupidae;Coryphospingus cucullatus;Pet;IUCN
Bird;Passeriformes;Thraupidae;Coryphospingus pileatus;Pet;IUCN
Bird;Passeriformes;Thraupidae;Cyanerpes caeruleus;Pet;IUCN
Bird;Passeriformes;Thraupidae;Cyanerpes cyaneus;Pet;IUCN
Bird;Passeriformes;Thraupidae;Cyanerpes lucidus;Pet;IUCN
Bird;Passeriformes;Thraupidae;Cyanicterus cyanicterus;Pet;IUCN
Bird;Passeriformes;Thraupidae;Dacnis cayana;Pet;IUCN
Bird;Passeriformes;Thraupidae;Dacnis lineata;Pet;IUCN
Bird;Passeriformes;Thraupidae;Dacnis nigripes;Pet;IUCN
Bird;Passeriformes;Thraupidae;Diglossa cyanea;Pet;IUCN
Bird;Passeriformes;Thraupidae;Diglossa humeralis;Pet;IUCN
Bird;Passeriformes;Thraupidae;Diglossa indigotica;Pet;IUCN
Bird;Passeriformes;Thraupidae;Diglossa lafresnayii;Pet;IUCN
Bird;Passeriformes;Thraupidae;Diglossa sittoides;Pet;IUCN
Bird;Passeriformes;Thraupidae;Diuca diuca;Pet;IUCN
Bird;Passeriformes;Thraupidae;Embernagra platensis;Pet;IUCN
Bird;Passeriformes;Thraupidae;Euneornis campestris;Pet;IUCN
Bird;Passeriformes;Thraupidae;Gubernatrix cristata;Pet;CITES, IUCN
Bird;Passeriformes;Thraupidae;Haplospiza unicolor;Pet;IUCN
Bird;Passeriformes;Thraupidae;Hemithraupis guira;Pet;IUCN
Bird;Passeriformes;Thraupidae;Hemithraupis ruficapilla;Pet;IUCN
Bird;Passeriformes;Thraupidae;Iridosornis rufivertex;Pet;IUCN
Bird;Passeriformes;Thraupidae;Lophospingus pusillus;Pet;IUCN
Bird;Passeriformes;Thraupidae;Loxigilla noctis;Pet;IUCN
Bird;Passeriformes;Thraupidae;Nemosia pileata;Pet;IUCN
Bird;Passeriformes;Thraupidae;Neothraupis fasciata;Pet;IUCN
Bird;Passeriformes;Thraupidae;Paroaria baeri;Pet;IUCN
Bird;Passeriformes;Thraupidae;Paroaria capitata;Pet;CITES, IUCN
Bird;Passeriformes;Thraupidae;Paroaria coronata;Pet, Prod;CITES, IUCN
Bird;Passeriformes;Thraupidae;Paroaria dominicana;Pet;IUCN
Bird;Passeriformes;Thraupidae;Phrygilus atriceps;Pet;IUCN
Bird;Passeriformes;Thraupidae;Phrygilus gayi;Pet;IUCN
Bird;Passeriformes;Thraupidae;Phrygilus patagonicus;Pet;IUCN
Bird;Passeriformes;Thraupidae;Pipraeidea melanonota;Pet;IUCN
Bird;Passeriformes;Thraupidae;Poospiza hispaniolensis;Pet;IUCN
Bird;Passeriformes;Thraupidae;Poospiza ornata;Pet;IUCN
Bird;Passeriformes;Thraupidae;Poospiza rubecula;Pet;IUCN
Bird;Passeriformes;Thraupidae;Ramphocelus bresilius;Pet;IUCN
Bird;Passeriformes;Thraupidae;Ramphocelus carbo;Pet;IUCN
Bird;Passeriformes;Thraupidae;Ramphocelus dimidiatus;Pet;IUCN
Bird;Passeriformes;Thraupidae;Ramphocelus flammigerus;Pet;IUCN
Bird;Passeriformes;Thraupidae;Ramphocelus nigrogularis;Pet;IUCN
Bird;Passeriformes;Thraupidae;Ramphocelus passerinii;Pet;IUCN
Bird;Passeriformes;Thraupidae;Rhodospingus cruentus;Pet;IUCN
Bird;Passeriformes;Thraupidae;Saltator albicollis;Pet;IUCN
Bird;Passeriformes;Thraupidae;Saltator atricollis;Pet;IUCN
Bird;Passeriformes;Thraupidae;Saltator aurantiirostris;Pet;IUCN
Bird;Passeriformes;Thraupidae;Saltator cinctus;Pet;IUCN
Bird;Passeriformes;Thraupidae;Saltator coerulescens;Pet;IUCN
Bird;Passeriformes;Thraupidae;Saltator fuliginosus;Pet;IUCN
Bird;Passeriformes;Thraupidae;Saltator grossus;Pet;IUCN
Bird;Passeriformes;Thraupidae;Saltator maximus;Pet;IUCN
Bird;Passeriformes;Thraupidae;Saltator orenocensis;Pet;IUCN
Bird;Passeriformes;Thraupidae;Saltator similis;Pet;IUCN
Bird;Passeriformes;Thraupidae;Schistochlamys melanopis;Pet;IUCN
Bird;Passeriformes;Thraupidae;Schistochlamys ruficapillus;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sicalis citrina;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sicalis columbiana;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sicalis flaveola;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sicalis lebruni;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sicalis lutea;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sicalis raimondii;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sicalis taczanowskii;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sporophila albogularis;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sporophila americana;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sporophila bouvreuil;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sporophila bouvronides;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sporophila caerulescens;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sporophila castaneiventris;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sporophila cinnamomea;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sporophila collaris;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sporophila falcirostris;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sporophila frontalis;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sporophila hypochroma;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sporophila hypoxantha;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sporophila intermedia;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sporophila leucoptera;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sporophila lineola;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sporophila luctuosa;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sporophila melanogaster;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sporophila minuta;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sporophila murallae;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sporophila nigricollis;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sporophila nigrorufa;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sporophila palustris;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sporophila peruviana;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sporophila plumbea;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sporophila ruficollis;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sporophila schistacea;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sporophila simplex;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sporophila telasco;Pet;IUCN
Bird;Passeriformes;Thraupidae;Sporophila torqueola;Pet;IUCN
Bird;Passeriformes;Thraupidae;Stephanophorus diadematus;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tachyphonus coronatus;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tachyphonus phoenicius;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tachyphonus rufus;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara arthus;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara cabanisi;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara callophrys;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara cayana;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara chilensis;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara chrysotis;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara cyanicollis;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara cyanocephala;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara cyanoptera;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara cyanoventris;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara desmaresti;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara dowii;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara fastuosa;Pet, Prod;CITES, IUCN
Bird;Passeriformes;Thraupidae;Tangara florida;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara fucosa;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara guttata;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara gyrola;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara heinei;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara icterocephala;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara inornata;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara johannae;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara larvata;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara mexicana;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara nigrocincta;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara nigroviridis;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara palmeri;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara parzudakii;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara peruviana;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara preciosa;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara punctata;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara ruficervix;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara rufigenis;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara rufigula;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara schrankii;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara seledon;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara varia;Pet;CITES, IUCN
Bird;Passeriformes;Thraupidae;Tangara vassorii;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara velia;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara viridicollis;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara vitriolina;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara xanthocephala;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tangara xanthogastra;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tersina viridis;Pet;IUCN
Bird;Passeriformes;Thraupidae;Thlypopsis sordida;Pet;IUCN
Bird;Passeriformes;Thraupidae;Tiaris olivaceus;Pet;IUCN
Bird;Passeriformes;Thraupidae;Volatinia jacarina;Pet;IUCN
Bird;Passeriformes;Timaliidae;Dumetia hyperythra;Pet;IUCN
Bird;Passeriformes;Timaliidae;Pomatorhinus ferruginosus;Pet, Prod;IUCN
Bird;Passeriformes;Timaliidae;Pomatorhinus montanus;Pet;IUCN
Bird;Passeriformes;Timaliidae;Pomatorhinus ochraceiceps;Pet;IUCN
Bird;Passeriformes;Timaliidae;Pomatorhinus ruficollis;Pet;IUCN
Bird;Passeriformes;Timaliidae;Pomatorhinus schisticeps;Pet;IUCN
Bird;Passeriformes;Timaliidae;Stachyris grammiceps;Pet;IUCN
Bird;Passeriformes;Timaliidae;Stachyris herberti;Pet;IUCN
Bird;Passeriformes;Timaliidae;Stachyris leucotis;Pet;IUCN
Bird;Passeriformes;Timaliidae;Stachyris nigriceps;Pet, Prod;IUCN
Bird;Passeriformes;Timaliidae;Stachyris nigricollis;Pet;IUCN
Bird;Passeriformes;Timaliidae;Stachyris thoracica;Pet;IUCN
Bird;Passeriformes;Timaliidae;Timalia pileata;Pet, Prod;IUCN
Bird;Passeriformes;Tityridae;Tityra cayana;Pet;IUCN
Bird;Passeriformes;Troglodytidae;Campylorhynchus brunneicapillus;Pet;IUCN
Bird;Passeriformes;Troglodytidae;Campylorhynchus fasciatus;Pet;IUCN
Bird;Passeriformes;Troglodytidae;Thryothorus ludovicianus;Pet;IUCN
Bird;Passeriformes;Troglodytidae;Troglodytes aedon;Pet;IUCN
Bird;Passeriformes;Troglodytidae;Troglodytes troglodytes;Pet, Prod;IUCN
Bird;Passeriformes;Turdidae;Catharus guttatus;Pet;IUCN
Bird;Passeriformes;Turdidae;Catharus minimus;Pet;IUCN
Bird;Passeriformes;Turdidae;Catharus ustulatus;Pet;IUCN
Bird;Passeriformes;Turdidae;Cochoa azurea;Pet;CITES, IUCN
Bird;Passeriformes;Turdidae;Cochoa beccarii;Pet, Prod;IUCN
Bird;Passeriformes;Turdidae;Cochoa purpurea;Pet;IUCN
Bird;Passeriformes;Turdidae;Grandala coelicolor;Pet;IUCN
Bird;Passeriformes;Turdidae;Hylocichla mustelina;Pet;IUCN
Bird;Passeriformes;Turdidae;Myadestes melanops;Pet;IUCN
Bird;Passeriformes;Turdidae;Myadestes obscurus;Pet;IUCN
Bird;Passeriformes;Turdidae;Myadestes unicolor;Pet;IUCN
Bird;Passeriformes;Turdidae;Psophocichla litsitsirupa;Pet;IUCN
Bird;Passeriformes;Turdidae;Sialia sialis;Pet;IUCN
Bird;Passeriformes;Turdidae;Turdus albicollis;Pet;IUCN
Bird;Passeriformes;Turdidae;Turdus albocinctus;Pet;IUCN
Bird;Passeriformes;Turdidae;Turdus amaurochalinus;Pet, Prod;IUCN
Bird;Passeriformes;Turdidae;Turdus aurantius;Prod;IUCN
Bird;Passeriformes;Turdidae;Turdus boulboul;Pet;IUCN
Bird;Passeriformes;Turdidae;Turdus cardis;Pet;IUCN
Bird;Passeriformes;Turdidae;Turdus chiguanco;Pet;IUCN
Bird;Passeriformes;Turdidae;Turdus chrysolaus;Pet;IUCN
Bird;Passeriformes;Turdidae;Turdus dissimilis;Pet, Prod;CITES, IUCN
Bird;Passeriformes;Turdidae;Turdus feae;Pet;IUCN
Bird;Passeriformes;Turdidae;Turdus flavipes;Pet;IUCN
Bird;Passeriformes;Turdidae;Turdus fumigatus;Pet;IUCN
Bird;Passeriformes;Turdidae;Turdus grayi;Pet;IUCN
Bird;Passeriformes;Turdidae;Turdus hortulorum;Pet, Prod;IUCN
Bird;Passeriformes;Turdidae;Turdus ignobilis;Pet;IUCN
Bird;Passeriformes;Turdidae;Turdus iliacus;Pet, Prod;IUCN
Bird;Passeriformes;Turdidae;Turdus kessleri;Pet;IUCN
Bird;Passeriformes;Turdidae;Turdus leucomelas;Pet, Prod;IUCN
Bird;Passeriformes;Turdidae;Turdus lherminieri;Prod;IUCN
Bird;Passeriformes;Turdidae;Turdus menachensis;Pet;IUCN
Bird;Passeriformes;Turdidae;Turdus merula;Pet, Prod;IUCN
Bird;Passeriformes;Turdidae;Turdus migratorius;Pet;IUCN
Bird;Passeriformes;Turdidae;Turdus naumanni;Pet, Prod;IUCN
Bird;Passeriformes;Turdidae;Turdus obscurus;Pet, Prod;IUCN
Bird;Passeriformes;Turdidae;Turdus olivaceus;Pet;IUCN
Bird;Passeriformes;Turdidae;Turdus pallidus;Pet, Prod;IUCN
Bird;Passeriformes;Turdidae;Turdus pelios;Pet;IUCN
Bird;Passeriformes;Turdidae;Turdus philomelos;Pet, Prod;IUCN
Bird;Passeriformes;Turdidae;Turdus pilaris;Pet, Prod;IUCN
Bird;Passeriformes;Turdidae;Turdus rubrocanus;Pet;IUCN
Bird;Passeriformes;Turdidae;Turdus ruficollis;Pet, Prod;IUCN
Bird;Passeriformes;Turdidae;Turdus rufiventris;Pet, Prod;IUCN
Bird;Passeriformes;Turdidae;Turdus rufopalliatus;Pet;IUCN
Bird;Passeriformes;Turdidae;Turdus torquatus;Prod;IUCN
Bird;Passeriformes;Turdidae;Turdus unicolor;Pet;IUCN
Bird;Passeriformes;Turdidae;Turdus viscivorus;Pet, Prod;IUCN
Bird;Passeriformes;Turdidae;Zoothera cinerea;Prod;IUCN
Bird;Passeriformes;Turdidae;Zoothera dauma;Pet, Prod;IUCN
Bird;Passeriformes;Turdidae;Zoothera dohertyi;Pet, Prod;IUCN
Bird;Passeriformes;Turdidae;Zoothera dumasi;Pet;IUCN
Bird;Passeriformes;Turdidae;Zoothera erythronota;Pet;IUCN
Bird;Passeriformes;Turdidae;Zoothera interpres;Pet;IUCN
Bird;Passeriformes;Turdidae;Zoothera joiceyi;Pet;IUCN
Bird;Passeriformes;Turdidae;Zoothera leucolaema;Pet;IUCN
Bird;Passeriformes;Turdidae;Zoothera mendeni;Pet;IUCN
Bird;Passeriformes;Turdidae;Zoothera monticola;Pet;IUCN
Bird;Passeriformes;Turdidae;Zoothera peronii;Pet, Prod;IUCN
Bird;Passeriformes;Tyrannidae;Elaenia flavogaster;Pet;IUCN
Bird;Passeriformes;Tyrannidae;Elaenia ridleyana;Prod;IUCN
Bird;Passeriformes;Tyrannidae;Fluvicola nengeta;Pet;IUCN
Bird;Passeriformes;Tyrannidae;Fluvicola pica;Pet;IUCN
Bird;Passeriformes;Tyrannidae;Machetornis rixosa;Pet;IUCN
Bird;Passeriformes;Tyrannidae;Myiarchus crinitus;Pet;IUCN
Bird;Passeriformes;Tyrannidae;Myiodynastes maculatus;Pet;IUCN
Bird;Passeriformes;Tyrannidae;Pitangus sulphuratus;Pet;IUCN
Bird;Passeriformes;Tyrannidae;Pyrocephalus rubinus;Pet;IUCN
Bird;Passeriformes;Tyrannidae;Sayornis phoebe;Pet;IUCN
Bird;Passeriformes;Tyrannidae;Tyrannus melancholicus;Pet;IUCN
Bird;Passeriformes;Tyrannidae;Tyrannus tyrannus;Pet;IUCN
Bird;Passeriformes;Tyrannidae;Tyrannus verticalis;Pet;IUCN
Bird;Passeriformes;Tyrannidae;Xolmis coronatus;Pet;IUCN
Bird;Passeriformes;Vangidae;Hemipus hirundinaceus;Pet;IUCN
Bird;Passeriformes;Vangidae;Hemipus picatus;Pet;IUCN
Bird;Passeriformes;Vangidae;Prionops plumatus;Pet;IUCN
Bird;Passeriformes;Viduidae;Anomalospiza imberbis;Pet;IUCN
Bird;Passeriformes;Viduidae;Vidua chalybeata;Pet, Prod;CITES, IUCN
Bird;Passeriformes;Viduidae;Vidua codringtoni;Pet;IUCN
Bird;Passeriformes;Viduidae;Vidua fischeri;Pet;IUCN
Bird;Passeriformes;Viduidae;Vidua hypocherina;Pet;IUCN
Bird;Passeriformes;Viduidae;Vidua interjecta;Pet;CITES, IUCN
Bird;Passeriformes;Viduidae;Vidua larvaticola;Pet;CITES, IUCN
Bird;Passeriformes;Viduidae;Vidua macroura;Pet, Prod;CITES, IUCN
Bird;Passeriformes;Viduidae;Vidua obtusa;Pet;IUCN
Bird;Passeriformes;Viduidae;Vidua paradisaea;Pet;CITES, IUCN
Bird;Passeriformes;Viduidae;Vidua raricola;Pet, Prod;CITES, IUCN
Bird;Passeriformes;Viduidae;Vidua regia;Pet;IUCN
Bird;Passeriformes;Viduidae;Vidua togoensis;Pet;CITES, IUCN
Bird;Passeriformes;Viduidae;Vidua wilsoni;Pet, Prod;CITES, IUCN
Bird;Passeriformes;Vireonidae;Cyclarhis nigrirostris;Pet;IUCN
Bird;Passeriformes;Vireonidae;Erpornis zantholeuca;Pet, Prod;IUCN
Bird;Passeriformes;Vireonidae;Pteruthius aenobarbus;Pet;IUCN
Bird;Passeriformes;Vireonidae;Pteruthius flaviscapis;Pet;IUCN
Bird;Passeriformes;Vireonidae;Pteruthius melanotis;Pet;IUCN
Bird;Passeriformes;Vireonidae;Pteruthius rufiventer;Pet;IUCN
Bird;Passeriformes;Vireonidae;Vireo griseus;Pet;IUCN
Bird;Passeriformes;Vireonidae;Vireo olivaceus;Pet;IUCN
Bird;Passeriformes;Zosteropidae;Yuhina bakeri;Pet;IUCN
Bird;Passeriformes;Zosteropidae;Yuhina brunneiceps;Pet;IUCN
Bird;Passeriformes;Zosteropidae;Yuhina castaniceps;Pet, Prod;IUCN
Bird;Passeriformes;Zosteropidae;Yuhina diademata;Pet, Prod;IUCN
Bird;Passeriformes;Zosteropidae;Yuhina flavicollis;Pet, Prod;IUCN
Bird;Passeriformes;Zosteropidae;Yuhina gularis;Pet;IUCN
Bird;Passeriformes;Zosteropidae;Yuhina nigrimenta;Pet;IUCN
Bird;Passeriformes;Zosteropidae;Yuhina occipitalis;Pet, Prod;IUCN
Bird;Passeriformes;Zosteropidae;Zosterops albogularis;NA;CITES
Bird;Passeriformes;Zosteropidae;Zosterops atricapilla;Pet;IUCN
Bird;Passeriformes;Zosteropidae;Zosterops ceylonensis;Pet;IUCN
Bird;Passeriformes;Zosteropidae;Zosterops chloris;Pet;IUCN
Bird;Passeriformes;Zosteropidae;Zosterops consobrinorum;Pet;IUCN
Bird;Passeriformes;Zosteropidae;Zosterops conspicillatus;Pet;IUCN
Bird;Passeriformes;Zosteropidae;Zosterops erythropleurus;Pet;IUCN
Bird;Passeriformes;Zosteropidae;Zosterops everetti;Pet;IUCN
Bird;Passeriformes;Zosteropidae;Zosterops finschii;Pet;IUCN
Bird;Passeriformes;Zosteropidae;Zosterops flavifrons;Pet;IUCN
Bird;Passeriformes;Zosteropidae;Zosterops flavus;Pet;IUCN
Bird;Passeriformes;Zosteropidae;Zosterops japonicus;Pet, Prod;IUCN
Bird;Passeriformes;Zosteropidae;Zosterops lateralis;Pet;IUCN
Bird;Passeriformes;Zosteropidae;Zosterops luteus;Pet;IUCN
Bird;Passeriformes;Zosteropidae;Zosterops montanus;Pet;IUCN
Bird;Passeriformes;Zosteropidae;Zosterops pallidus;Pet;IUCN
Bird;Passeriformes;Zosteropidae;Zosterops palpebrosus;Pet;CITES, IUCN
Bird;Passeriformes;Zosteropidae;Zosterops poliogastrus;Pet;IUCN
Bird;Passeriformes;Zosteropidae;Zosterops senegalensis;Pet;IUCN
Bird;Passeriformes;Zosteropidae;Zosterops stresemanni;Pet;IUCN
Bird;Pelecaniformes;Ardeidae;Ardea alba;Pet, Prod;CITES, IUCN
Bird;Pelecaniformes;Ardeidae;Ardea brachyrhyncha;Pet, Prod;IUCN
Bird;Pelecaniformes;Ardeidae;Ardea cinerea;Pet, Prod;IUCN
Bird;Pelecaniformes;Ardeidae;Ardea cocoi;Pet;IUCN
Bird;Pelecaniformes;Ardeidae;Ardea goliath;Pet, Prod;CITES, IUCN
Bird;Pelecaniformes;Ardeidae;Ardea herodias;Pet;IUCN
Bird;Pelecaniformes;Ardeidae;Ardea humbloti;Prod;IUCN
Bird;Pelecaniformes;Ardeidae;Ardea insignis;Prod;IUCN
Bird;Pelecaniformes;Ardeidae;Ardea intermedia;Pet, Prod;IUCN
Bird;Pelecaniformes;Ardeidae;Ardea melanocephala;Pet, Prod;IUCN
Bird;Pelecaniformes;Ardeidae;Ardea plumifera;Pet, Prod;IUCN
Bird;Pelecaniformes;Ardeidae;Ardea purpurea;Pet, Prod;IUCN
Bird;Pelecaniformes;Ardeidae;Ardeola bacchus;Pet, Prod;IUCN
Bird;Pelecaniformes;Ardeidae;Ardeola grayii;Pet, Prod;IUCN
Bird;Pelecaniformes;Ardeidae;Ardeola idae;Prod;IUCN
Bird;Pelecaniformes;Ardeidae;Ardeola ralloides;Pet, Prod;IUCN
Bird;Pelecaniformes;Ardeidae;Ardeola speciosa;Pet, Prod;IUCN
Bird;Pelecaniformes;Ardeidae;Botaurus poiciloptilus;Prod;IUCN
Bird;Pelecaniformes;Ardeidae;Botaurus stellaris;Pet, Prod;IUCN
Bird;Pelecaniformes;Ardeidae;Bubulcus ibis;Pet, Prod;CITES, IUCN
Bird;Pelecaniformes;Ardeidae;Butorides striata;Pet, Prod;IUCN
Bird;Pelecaniformes;Ardeidae;Calherodius leuconotus;Prod;IUCN
Bird;Pelecaniformes;Ardeidae;Cochlearius cochlearius;Pet;IUCN
Bird;Pelecaniformes;Ardeidae;Egretta ardesiaca;Pet;IUCN
Bird;Pelecaniformes;Ardeidae;Egretta caerulea;Pet;IUCN
Bird;Pelecaniformes;Ardeidae;Egretta eulophotes;Pet, Prod;IUCN
Bird;Pelecaniformes;Ardeidae;Egretta garzetta;Pet, Prod;CITES, IUCN
Bird;Pelecaniformes;Ardeidae;Egretta gularis;Pet, Prod;IUCN
Bird;Pelecaniformes;Ardeidae;Egretta novaehollandiae;Pet;IUCN
Bird;Pelecaniformes;Ardeidae;Egretta picata;Pet;IUCN
Bird;Pelecaniformes;Ardeidae;Egretta rufescens;Pet, Prod;IUCN
Bird;Pelecaniformes;Ardeidae;Egretta sacra;Pet;IUCN
Bird;Pelecaniformes;Ardeidae;Egretta thula;Pet, Prod;IUCN
Bird;Pelecaniformes;Ardeidae;Egretta tricolor;Pet;IUCN
Bird;Pelecaniformes;Ardeidae;Egretta vinaceigula;Pet, Prod;IUCN
Bird;Pelecaniformes;Ardeidae;Gorsachius goisagi;Pet, Prod;IUCN
Bird;Pelecaniformes;Ardeidae;Gorsachius magnificus;Prod;IUCN
Bird;Pelecaniformes;Ardeidae;Gorsachius melanolophus;Pet;IUCN
Bird;Pelecaniformes;Ardeidae;Ixobrychus cinnamomeus;Prod;IUCN
Bird;Pelecaniformes;Ardeidae;Ixobrychus dubius;Pet, Prod;IUCN
Bird;Pelecaniformes;Ardeidae;Ixobrychus eurhythmus;Prod;IUCN
Bird;Pelecaniformes;Ardeidae;Ixobrychus flavicollis;Pet, Prod;IUCN
Bird;Pelecaniformes;Ardeidae;Ixobrychus minutus;Pet, Prod;IUCN
Bird;Pelecaniformes;Ardeidae;Ixobrychus sinensis;Pet, Prod;IUCN
Bird;Pelecaniformes;Ardeidae;Ixobrychus sturmii;Prod;IUCN
